Y7ogIJe6PQgeZ0N7xNaCURUgZXZ4fWZ0CKEKFJ1IK8wzzBZ4ZcBWQiub,node72,10,21,7,5,node72,10,Belgium,Tele2 Sverige AB,prysm,9,1,2,10,10
7kygjgrsTYTDv1FchD7XgbbzyLdx3rEyVPDVubx7pDla0JVoDXz4l9RR,node73,10,9,12,6,node73,10,United States,Comcast,prysm,5,9,10,3,64
MOztubemvZreIVNJWGTgUKqaeiR9Kr1ViyxdcLiSWxHGxvK5ygYcFIRR,node74,33,8,10,3,node74,7,Sweden,TPG Internet Pty ,prysm,54,23,2,458,5
N7y1yqz0lS6eqtZ5rUgAW3Bjrx9ZCmZ7bPID7eLHhsgJX3wyUHjiWuoM,node75,8,8,6,11,node75,6,Sweden,Swisscom (Schweiz) AG - Bluewin,prysm,35,4,8,5,1
Fq9UanwfEKiSuLx3uuTO6DFDT3YJlziYj67zhB5C9kIGfA5QVCjJfZkn,node76,9,2,9,12,node76,6,Bulgaria,Hetzner,lighthouse,68,9,7,10,10
eQqd8kL6qx4NjywegURl5kbOxQT8yimHwDX4FDEZzWG3Ur8KzYWQRlj5,node77,10,11,84,10,node77,10,United States,Amazon,lighthouse,6,10,4,2,2
nyVP4r4Ma8HtiaaMe2wm4sRNYeE7WFdOF4gfy0VZcF6ZW6viDoEziKbK,node78,9,2,5,7,node78,3,United States,Hetzner,prysm,11,9,3,6,7
L5ipKgAAWBUOsaWIPdS69b22zGglKdF1KF3TSwjRsbqhMhOBwCJX3jO2,node79,8,10,6,8,node79,11,India,Amazon,prysm,6,641,5,3,10
rFEbcFyrh8uND3qbq8A1IYlDtfjvvrCYGKqwSpOHCpGGP8FloDyQtEkt,node80,8,8,1,10,node80,2,United States,OVH,teku,71,10,8,1,10
AblYxZ9ArPzCLer9m1iie81WxmbMjdpPHVGgZVfbAvOLo56MBOOZmkZG,node81,5,2,6,8,node81,8,United States,Hetzner,prysm,10,644,21,8,96
Ec9bVf76jpyc8poZ8XFlzdIyo2wwYo2upbSXlt6Rbv0WMsWR5Zs0haiV,node82,9,17,12,10,node82,25,Spain,Amazon,nimbus,65,4,5,11,3
Dhy5iNqzcCpraxHj8za5buMPzhg6lx4bWduDzXJu9PjWldxHGEn4Vp1B,node83,4,410,131,9,node83,-1,South Korea,Hetzner,prysm,8,10,8,6,2
sZ5B3qfIFlMQALqVB29ho8ntDQLiAgOA6rUo8FfdaqmMOdxyStMTy8uY,node84,6,4,3,8,node84,5,Germany,RIMA (Red IP Multi Acceso),lighthouse,41,9,2,3,9
qtZ8VDy4ZMVrBmD9xW8xUDF0cI3oo8ZnOGTi28KrxUf58FjJBjpoRD66,node85,2,4,67,3,node85,15,Austria,Amazon,prysm,9,10,7,1,6
vE231uqYnHeXzF1A2Mr0NzeNWn8CdXrAD8c5l8HZTtQeFWTUeSrbkpqW,node86,11,7,5,10,node86,3,China,CenturyLink Communications ,teku,8,2,1,1,7
balkNyHYUKfJ3EB6dAzKNQwJJjB9OzSTo8eRVpOxlo3frMQn6JbGSkLR,node87,3,1,3,14,node87,2,Japan,First Colo,teku,10,15,8,2,11
updMSs4XmnSNzpzmmJAd6rKdT5IKo18x98rjffqcDVrVt4ciJNp15j8t,node88,6,70,18,9,node88,70,Finland,Google,lighthouse,3,2,14,670,310
4aPh70m20LM8lzH7GmLYs6SWlTJyvxjPJVbpEnMb4sTMkOg9Tw1SJ9O1,node89,3,3,8,6,node89,10,United States,Telia Eesti,nimbus,67,5,8,9,10
63niOhrJWehSvhh3eWFUT5Bn4go5PCxSJ7HZ2kuj3R0P4bGJ0nb7jznY,node90,4,5,9,9,node90,8,Finland,TeraSwitch Networks ,nimbus,11,4,3,7,1
uIRQiLVyU2GpV3XvSVunGM6m42a6HgWF6I5TLd2T75RJp3BYY2ZAaier,node91,7,45,8,3,node91,1,South Korea,Contabo,prysm,9,6,15,466,1
8I7W2RjLFpfsoFOAX6l3v1bXSzBTwIijfM0ruJIaplk1TqPhXIE7RP9W,node92,7,9,27,8,node92,71,United States,Proximus NV,prysm,64,9,895,3100,1
8brOgc3DGVchsBl9SPF2PUFDh9TWfnbrwGpbYBrFhfoNHc7I1etfCarw,node93,14,651,11,2055,node93,14,United States,TeraSwitch Networks ,teku,73,8,12,8,8
VUxlr9IXAI1PuuMj30lIFLYZOB66C5W2ILR8glcFwZ90a5C7kljZk8ON,node94,6,12,54,1891,node94,4,Russia,Amazon,lighthouse,12,4,10,1,205
5pjILkaCL3yx8j3Qx0uCwwNeN6V9y1ed2rH6uiFnZzpAAHvRkUnP2D6h,node95,6,61,6,2,node95,10,South Korea,Verizon,lighthouse,8,1,9,3,2
qOEs5NwwssNwoBKK4yGkXSiY40135ptL2tPE4GN8J0r6qcEMakA0R9HF,node96,65,8,8,8,node96,9,United States,Amazon,lighthouse,11,8,7,2,5
mtjCs9EjJisWtEptlaggHp1au4AjRfzTrnaLsqodmtciS2SKbIVct4fy,node97,8,10,7,9,node97,3,Finland,Amazon,prysm,7,6,4,7,18
HbnrKIcZqzXaszVY6kHKKit2bNacVqsVfjOO6RKTMfi3vXk39cE4v8Z5,node98,10,4,2,3,node98,8,Australia,Hetzner,lighthouse,10,18,3,410,7
LdN7pDBhDjBEkDlaX5vSXimkw3p7MDakL1BMuLpybrNXqIOPVB7jFics,node99,68,44,7,9,node99,10,South Korea,COLT Technology Services Group Limited,lighthouse,3,11,7,4,4
ZKD44hY4yyURRlBTa98men9NmKwtlmP8gXPV7yyOIYZyY4a4o3ikR0dz,node100,14,8,158,6,node100,7,United States,Hetzner,lighthouse,42,647,8,6,5
ayEWZjP60QEmvjhdGJx8dpSABDBIO3rSjpSLlMjwUeqq05yxH97PKRW4,node101,7,1976,4,6,node101,7,Germany,Comcast,lighthouse,11,4,1,8,10
PSshCfmXTsiZe1vNh7TVwhX28UFZZWRboD6vFUTW59mSD7iwQEmGt1BR,node102,-1,15,7,8,node102,1,Canada,Amazon,prysm,3,11,9,12,8
2StATtLZ3pOiIV6fEAw1aRCiVExsntQeStD7A0UnSHesgeRDAdiXhwz9,node103,9,1,12,5,node103,7,Canada,Hetzner,nimbus,10,9,3,12,9
DACFAXeVVjmdgLRlMmT33kjRlNipJx2YhIW0BZTZYiMjqY581yjWWmHH,node104,8,17,265,932,node104,-1,Switzerland,Amazon,prysm,7,643,7,5,8
VPROsL4HEti4pVNS1w42aYeBD2awASco0szSOQv3UiW7geoyQs4klt7U,node105,-1,3,13,4,node105,7,Singapore,Amazon,lodestar,10,6,8,9,5
qy80pP6mbOu9RKOBysLLVHnyq2E9W07dVenPnupcnC4aXGGk8eIfEBPl,node106,4,18,10,5,node106,7,United States,Amazon,prysm,6,4,11,5,11
JL4fOeIutgd5FIbYu82ShmMxjZBa4LHN9BTubeEyLtYZ91lmDsgg4jb4,node107,1,3,5,2,node107,9,United States,Network of Ignum s.r.o,nimbus,4,9,12,11,3755
WK23LZ0KzLP3rqWXU2cORU4tVJrkZOXOpa2zuOKgKPvUa2uQ3Qz5pggd,node108,8,2,7,73,node108,7,Spain,Alibaba,nimbus,8,3,4,1,9
DHCsHJaJVI6dZU329cxUglvkTm0GrYVwrqBBvnuIg8280UsLkIAFmR4q,node109,12,6,5,13,node109,3,United States,Telia Latvija SIA,lighthouse,2,6,5,7,7
4HRrSBtSWi6x9oaaYqwZ3R0VBpUMFgSxll7rYtrCFptEEsmqvPf1R2dy,node110,5,11,3,3,node110,3,Switzerland,Hetzner,teku,12,4,9,3,10
5x3JSX0Es9YTry72wbOhJcoMVDspOyEYM3Zi8IPtNu1tZoSTQ0w2vrJ5,node111,-1,11,11,7,node111,7,Spain,ImproWare AG,prysm,6,4,5,7,3
XBilv7UA1CTWAVKeJRsK2y77CBG4FkMeI9oc3zJgWGmLaG3n16YZM1bX,node112,4,10,1,2,node112,2,United States,Amazon,lighthouse,13,22,94,1,120
rP9licGNC9VAIaNonoExwvDk9VzM13bQ1xxJSNgqiVLGuLWaQQwDuFKj,node113,9,10,52,2,node113,1,United States,Amazon,grandine,67,9,10,1,12
bvtXGcxkEj2VoMWFLWmrWVLutpo4wSYIuuNgVDCwHXF44JjEl0qFAfdW,node114,19,2,936,244,node114,1,United States,Chinanet,lighthouse,7,15,6,3,6
YuXLlsXqNyGd8PEIl0FdjCTSLgoPXQMcexwzaenvS7xDLaiISYwrHiqa,node115,5,6,10,3,node115,8,United States,Hong Kong Cable Television Limited,lighthouse,6,4,81,6,4
KsHSM9Au2xWZv5xFiqGW6zcWDizFkw6KwFCkBvQ5bHegOjYAsQqxgNWw,node116,10,8,9,2,node116,-1,Switzerland,Telecom Italia S.p.A.,lighthouse,9,646,74,5,7
dv06PpHc2222eurxlotVPZP1vA1GxBZ7HF1glyOWeh4BBcwjBwb3g6bO,node117,6,1,6,3,node117,10,United States,Hetzner,prysm,65,9,4,10,5
9aE0WZOyioFQuL4HVn2hw4ZdUVVawFKWvGa6NB2mv3f3y7KPqeIhz9R2,node118,8,17,8,6,node118,9,France,AT&T,prysm,4,647,7,2,9
ey5EPcxfF1mDNytAEfBrbAZixaDLvDY4unMBXMK9OkAbuQ4XZgHrdk8y,node119,2,9,8,8,node119,9,Argentina,Amazon,prysm,22,1,10,8,8
JvpXAvNwZ3jjmWE0LL9smceqwn8mJSMq6xe4vmfPxnEb6OBFrxRhbC2C,node120,5,12,28,9,node120,4,United States,Cox Communications ,teku,66,5,10,5,4
HgAvklHC4aysOSqGxjwaRTqUKdt33ux0Ici5KGL5ewrB2bUp0LtuF6O8,node121,11,17,9,10,node121,7,Germany,OVH,teku,10,5,159,7,7
Sc3HadTFQngtAYsp0Lg41bXJAM7EQD8agguMqwaqNnkAvfHGUPA8E7HR,node122,3,12,7,7,node122,4,United States,Telstra,prysm,9,18,2,2,2
G4435iH1AoFp5bxKavysxSvEAekuKIvyJA04y1KcjlskIKjocpUgzkzJ,node123,7,1,5,3,node123,6,United States,Comcast,teku,8,7,6,11,3
NpGa8jp6lpSJWHIg7rQx3BHfAF5CBw1RvDE8TE8NWjRa2w2qd3OcxRMc,node124,56,1,10,5,node124,3,Germany,netcup,prysm,8,2,7,6,20
K0FcFj5WGuSkYXdxaRe9GaqvVFLrtW8DnpQKIAnA5GISMIcmCRKwKgpP,node125,5,3,7,5,node125,25,United States,Amazon,lighthouse,3,650,6,2,898
88zrNqkenfdreQxYqj3ycLdALnUO6WnSutzD98pzDVPUE6SIcdS6Nrgl,node126,-1,9,9,3,node126,-1,United States,Comcast,prysm,10,8,20,1,11
CFjfaKxachPUwOFn0sRJh4A27k92kgfzzRxgpukyfVUJjj73hNSyC7K0,node127,8,17,6,2,node127,74,Netherlands,Hetzner,prysm,51,10,4,12,21
xfRqJP2P0lq4MgGLDUJvQQNTWD20k2JvxMChMt6Tjt9iEKiXcGsNuUIz,node128,68,7,4,10,node128,6,Ukraine,Amazon,grandine,66,7,16,12,8
Sj1f6kpAmqtRLfMjDUdFd6ZZrpDvAglcVbWY24tYLtx9FJwM05KqzpLl,node129,5,19,10,10,node129,5,United States,netcup,lighthouse,8,644,7,13,9
M2WZBX9gOTJDDM1u2TbOytWGXMhi6skJ8rBZoFc8B4b54jwE8Ol4YNnh,node130,10,3,4,7,node130,10,Germany,Google,grandine,8,10,10,12,3
fUvrfxfZa0jJp16Z9vg8gulNM8vMLq6PoOrwOE7kUK9528WzQTI3oMaT,node131,9,50,4,2,node131,5,Germany,A1 Bulgaria EAD,lighthouse,3,3,348,11,5
gRXNDaggq7U9L2QvHLuv6PdW7LxOjeoSNoVbojM0USBJ0TlwYQ2dxJpa,node132,5,6,3,4,node132,14,Netherlands,Chunghwa Telecom Co. .,lighthouse,12,2,4,12,9
JStlLU0GrLdGeIMksMEi6Dr8MbonZQQHm1KHuYslNCBIZPPw9nktYGv3,node133,5,10,5,6,node133,5,Germany,INFONET,prysm,57,643,4,1,9
O96t8f4DtqrRSXq2wAjFLcWKdKBR48YAnBjgv7jTGnQ8ekgvfgjTDuap,node134,38,4,12,4,node134,71,Netherlands,Contabo,teku,1,1,6,1,8
rrLJO5XqN3MWMGQ67hwp7U6tQYAxnPF6avI4lojqHadNNaXWC1TZV1zN,node135,5,2,5,10,node135,18,Germany,Amazon,teku,7,641,138,9,13
wwPYf12uENtK5cRefiO93d7aqkwFunqsuGpy5WjP5se1hwaE3raDV9eE,node136,2,7,10,107,node136,8,United Kingdom,TMnet,lighthouse,65,10,7,10,1
KKSXnCA5w172BgEGlkFxkUBr4VZstEFBOZzorVox7nFZbcwK58KfZK8x,node137,12,9,3,10,node137,8,United States,Telstra,lighthouse,8,6,12,290,209
TzMpXEkgJ97ggvXwSIjUS9dy3bti0KTKD6BvtS6cV0S1glXPsLOAJxRA,node138,2,1,5,6,node138,3,Australia,RCN,prysm,9,8,13,2,4
ivjecPm83z6JccnSMSmMHbJZJpKZ2LkTn2iB3pQjS6Qo8lrl0xxJ2QGb,node139,1,1163,5,7,node139,3,Germany,Proxad  Free SAS,lighthouse,5,6,106,11,3
S3bRGBkgPZRt6YTWajZ7y3T1D7wudGKsOpg60Xug9fIAJoHT6hCdJDu6,node140,9,19,9,643,node140,7,Germany,Google,lighthouse,5,8,8,4,4
dOwYr9ALj3uqIHzWJHJMSIwNMo8TsrGKkxfWP58bBjbvOzAP8FWIO8Me,node141,4,55,5,5,node141,10,Australia,Comcast,prysm,12,10,9,413,5
iQWRynlDhX7rcBG9XbLdHC8VbnOynkl42UHNu79sFur4ulIvig3dBDK5,node142,18,3,5,4,node142,8,Denmark,Amazon,lighthouse,67,2,89,16,4
75hfdwwvEiLkX4ncYFTTTM4hOj604zecqNJSvECd0fgsSogEw0U3roNv,node143,56,556,6,12,node143,7,United States,Google,lighthouse,7,4,3,10,4
opxI0TnSrg36mZaAE7ioRhtPQKNdejzy3bmBcVxf9wN5iasa5NJ2ifvc,node144,3,3,2,3,node144,17,Netherlands,Amazon,lighthouse,8,3,6,10,3
hNam2W3BIoUHJ9nDRoeipKSjpB6pDKzZj9nO8DRDQZnk2uDuCy6ExhRk,node145,6,2,7,6,node145,6,Germany,Huawei,lighthouse,10,6,9,5,7
